task_index,id,task,source_dataset,scene_id,group_id,object_id,bleurt_model_gt,question,ground_truth,model_response
2152,SP-7,space-perception,nuscenes_mini,scene_003,group_005,4c8dba169248420f89b159e5757d9f67,-0.4109322726726532,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 71m is located behind the ego vehicle in the right adjacent lane, moving away from it. It is more than 50 meters away and fully occluded but inferred to be on the drivable road surface. Its motion trajectory indicates it is receding relative to the ego vehicle.","The ego vehicle is moving away from the object in the red bounding box, which is located ahead and to the left. The object is in the opposite direction of the ego vehicle's motion, and the distance is approximately 100 meters."
2153,SP-7,space-perception,nuscenes_mini,scene_003,group_006,8d833910679d4422bb0a15b23d034e40,-0.23186829686164856,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 37m is located in the front-left of the ego vehicle, approximately 30-50 meters away, and is fully visible. It is positioned two lanes to the left of the ego vehicle and is moving toward it, indicating a converging trajectory. The vehicle is on the drivable road surface, consistent with the parking lot environment.","The ego vehicle is positioned to the left of the object in the red bounding box, which is a utility truck parked on the right side of the road. The truck is stationary, while the ego vehicle is moving forward, approaching the truck from the front-left direction. The approximate distance is about 10-15 meters."
2154,SP-7,space-perception,nuscenes_mini,scene_003,group_007,957ab151e5004c49b7afdcab348607cc,-0.1846739947795868,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 5m is located directly to the right of the ego vehicle, in the right adjacent lane, and is fully visible. It is approximately 0–5m away and is moving away from the ego vehicle. The vehicle is on the drivable road surface, consistent with the parking lot environment.","The ego vehicle is positioned behind the bus, which is moving forward in the same direction as the ego vehicle. The bus is to the right side of the ego vehicle's path, and the distance is approximately 10-15 meters."
2155,SP-7,space-perception,nuscenes_mini,scene_003,group_008,a4c6a2ea24304830af489b8bff62a6be,-0.26004505157470703,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 33m is located behind the ego vehicle in the right adjacent lane, moving away from it. It is fully visible and positioned on the drivable road surface, with an approximate distance of 30-50 meters. Its orientation of motion indicates it is receding relative to the ego vehicle.","The object in the red bounding box is a bus located ahead of the ego vehicle, in the same direction of travel. It is positioned in the left lane, slightly ahead and to the left of the ego vehicle's current position. The bus is moving forward in the same direction as the ego vehicle, and is approximately 30-40 meters away."
2156,SP-7,space-perception,nuscenes_mini,scene_004,group_001,ff5c62ee33cc4445b7766526c6b9b4a8,-0.35645800828933716,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 46m is located in the front-left of the ego vehicle, approximately 30-50 meters away, and is moving from left to right across the ego vehicle’s field of view. It is positioned two lanes to the left of the ego vehicle and is mostly occluded, likely due to other traffic or scene elements, but remains on the drivable road surface.","The ego vehicle is positioned to the left and slightly in front of the object in the red bounding box, which is a group of pedestrians crossing the street. The pedestrians are moving from left to right across the intersection, and the ego vehicle is approaching them from the front-left direction. The approximate distance is about 15-20 meters, as the pedestrians are on the crosswalk ahead of the vehicle's current position."
2157,SP-7,space-perception,nuscenes_mini,scene_004,group_002,644c2a570304430eb7d6f26ab17cb6b8,-0.5102777481079102,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 34m is located in the front-left of the ego vehicle, approximately 30–50 meters away, and is fully visible. It is moving from left to right across the ego vehicle’s field of view, positioned two lanes to the left of the ego vehicle’s lane. The vehicle is on the road and not occluded.","The ego vehicle is positioned in front of the object in the red bounding box, which is a group of pedestrians on the sidewalk. The pedestrians are walking away from the ego vehicle's direction of travel, and the distance is approximately 10-15 meters."
2158,SP-7,space-perception,nuscenes_mini,scene_004,group_003,dea53c0149c14979a908ecba33a07b20,-0.31649845838546753,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 26m is located in the front-right of the ego vehicle, approximately 15–30 meters away, and is moving from left to right across the ego vehicle’s path. It is positioned two lanes to the right of the ego vehicle and is fully occluded but inferred to be on the drivable road surface.","The object in the red bounding box is a traffic light pole located on the right side of the road, ahead of the ego vehicle. The ego vehicle is approaching the intersection, and the traffic light pole is stationary, positioned to the right of the vehicle's path. The distance is approximately 10-15 meters, as the pole is visible in the distance ahead and to the right."
2159,SP-7,space-perception,nuscenes_mini,scene_004,group_004,691796fc819343869939545a7789d813,-0.6282505393028259,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 63m is located directly to the right of the ego vehicle, approximately 63 meters away, and is fully visible. It is moving left-to-right across the ego vehicle's field of view, positioned two lanes to the right, and is above the ground plane, likely on an elevated structure or overpass. Its trajectory suggests it is not in the same lane but in a parallel path, maintaining a consistent distance.","The ego vehicle is positioned behind the object in the red bounding box, which is a yellow truck. The truck is moving forward in the same direction as the ego vehicle, and is approximately 10-15 meters ahead."
2160,SP-7,space-perception,nuscenes_mini,scene_004,group_005,356f682a1c1c410eaf31a26f39da81bc,-0.37220174074172974,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 30m is located in the front-right of the ego vehicle, approximately 30–50 meters away. It is moving from left to right across the ego vehicle’s field of view and is fully visible, positioned two lanes to the right of the ego vehicle’s lane. The vehicle is on the road and not occluded.","The ego vehicle is positioned to the left and slightly behind the object in the red bounding box, which is a dark-colored car. The object is moving away from the ego vehicle, in the direction of the intersection, and is approximately 20-30 meters ahead."
2161,SP-7,space-perception,nuscenes_mini,scene_004,group_006,d47de7e13b95401aa6ef0a955bfa93d9,-0.3272984027862549,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 54m is located in front of the ego vehicle, approximately 54 meters away, and is moving toward the ego vehicle. It is positioned two lanes to the left of the ego vehicle's lane and is mostly occluded, likely due to surrounding traffic or objects. The vehicle is on the drivable road surface, consistent with its position in the scene.","The ego vehicle is positioned behind the object in the red bounding box, which is a pedestrian crossing the street. The pedestrian is moving from right to left across the crosswalk, and the ego vehicle is traveling in the same direction, following behind the pedestrian. The approximate distance between the ego vehicle and the pedestrian is about 10-15 meters."
2162,SP-7,space-perception,nuscenes_mini,scene_004,group_007,a565c33b8b03483fb46e945bd4cdd755,-0.34023958444595337,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-left at about 16m is located behind the ego vehicle in the left adjacent lane, fully visible and on the road. It is approximately 15–30 meters away and appears to be stationary relative to the ego vehicle.","The ego vehicle is directly in front of the object in the red bounding box (a large yellow semi-truck), positioned in the same lane and moving in the same direction. The truck is approximately 10-15 meters ahead of the ego vehicle, and both are traveling forward along the road."
2163,SP-7,space-perception,nuscenes_mini,scene_004,group_008,ee0a4cba006f4cf1a4c6c8db3332a337,-0.32059022784233093,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 48m is located in the lane two to the right of the ego vehicle, moving left-to-right across the ego’s field of view. It is approximately 30–50 meters away and fully visible, with its motion trajectory perpendicular to the ego’s direction. The vehicle is positioned above the ground plane, indicating it is on a higher elevation such as a bridge or overpass.","The ego vehicle is positioned behind and to the left of the object in the red bounding box, which is a pedestrian crossing the street. The pedestrian is moving from right to left across the intersection, while the ego vehicle is traveling forward in the same direction as the pedestrian's path. The pedestrian is approximately 10-15 meters ahead of the ego vehicle."
2164,SP-7,space-perception,nuscenes_mini,scene_005,group_001,b0b8295c96c74cf5a60cd7360bb4ff42,-0.22506707906723022,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 38m is located in the front-right of the ego vehicle, approximately 30-50 meters away, and is two lanes to the right of the ego vehicle's lane. It is fully visible and moving toward the ego vehicle, indicating a converging trajectory. The vehicle is on the drivable road surface, consistent with its position in the intersection scene.","The ego vehicle is approaching the intersection and will soon pass the object, which is a white van parked on the right side of the road, ahead of the vehicle's current position. The van is stationary, and the ego vehicle is moving forward toward it. The distance is approximately 20-30 meters."
2165,SP-7,space-perception,nuscenes_mini,scene_005,group_002,d3303268a3484dacb994ff0b730b5efa,-0.2619621455669403,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 30m is located in the right adjacent lane, in front of the ego vehicle, and is fully visible. It is moving from right to left across the ego vehicle’s path, with an approximate distance of 15–30 meters, and is positioned on the drivable road surface.","The bus is ahead of the ego vehicle, crossing the intersection from right to left, and is approximately 20-30 meters away."
2166,SP-7,space-perception,nuscenes_mini,scene_005,group_003,fc357431fb834d4bb313cd66ad7b5426,-0.8268908858299255,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-left at about 43m is located behind the ego vehicle in the left adjacent lane, with a distance of approximately 30–50 meters. It is mostly occluded and moving away from the ego vehicle, indicating it is further down the road and not in immediate proximity. The vehicle is on the drivable road surface, consistent with its position in the traffic flow.","The object in the red bounding box is a yellow truck located ahead of the ego vehicle, in the same direction of travel, approximately 30 meters away."
2167,SP-7,space-perception,nuscenes_mini,scene_005,group_004,33aa5662212d48b88c087857a445911b,-0.4366750121116638,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-left at about 52m is located behind the ego vehicle, approximately more than 50 meters away, and is fully occluded but inferred. It is positioned two lanes to the left of the ego vehicle's lane and is on the drivable road surface, with no indication of motion relative to the ego vehicle.","The object in the red bounding box is a large truck directly ahead of the ego vehicle, positioned in the same lane and slightly to the right. The truck is moving forward in the same direction as the ego vehicle, and is approximately 20-30 meters ahead."
2168,SP-7,space-perception,nuscenes_mini,scene_005,group_005,c4f04a74d44e41c8a0e18029c504527b,-0.3158627152442932,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 62m is located in front of the ego vehicle, approximately 62 meters away, and is moving away from it. It is positioned two lanes to the left of the ego vehicle's lane and is fully visible on the road surface. Its trajectory indicates it is receding from the ego vehicle's position.","The ego vehicle is approaching the intersection from the front, while the object in the red bounding box (a dark SUV) is located on the far side of the intersection, moving from right to left across the crosswalk. The ego vehicle is approximately 20-30 meters away from the object, with the object positioned ahead and to the right relative to the ego vehicle's forward direction."
2169,SP-7,space-perception,nuscenes_mini,scene_005,group_006,ae26feeccabd4e29b0917b9606feae62,-0.722562313079834,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 12m is located in the right adjacent lane relative to the ego vehicle, positioned in the rear-right quadrant. It is approximately 5-15 meters away and fully visible, with no indication of motion relative to the ego vehicle, suggesting it is stationary. The object is on the drivable road surface, consistent with its position in the adjacent lane.","The object in the red bounding box is a large orange construction crane located to the left of the ego vehicle, slightly ahead. The crane is stationary, while the ego vehicle is moving forward, approaching the crane. The approximate distance is about 10-15 meters."
2170,SP-7,space-perception,nuscenes_mini,scene_005,group_007,3ab65e31df6248efa6bf278932516b8e,-0.5845986008644104,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-left at about 110m is located in front of the ego vehicle, approximately 110 meters away, and is two lanes to the left. It is fully visible and moving away from the ego vehicle, with its trajectory aligned with the road. The vehicle is on the drivable ground plane, consistent with being in a lane at a busy intersection.","The ego vehicle is positioned behind the object in the red bounding box, which is a silver car crossing the intersection ahead. The car is moving from left to right across the intersection, and the ego vehicle is following it at a distance of approximately 20-30 meters."
2171,SP-7,space-perception,nuscenes_mini,scene_005,group_008,ff2419eaf02d4c948f0bb6169546f101,-0.663891077041626,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 12m is located in the right adjacent lane relative to the ego vehicle, positioned in the rear-right quadrant. It is fully visible and stationary, with an approximate distance of 5–15 meters from the ego vehicle. The vehicle is on the drivable road surface and does not appear to be moving relative to the ego vehicle.","The object in the red bounding box is a large orange construction crane located to the left of the ego vehicle, slightly ahead. The crane is stationary, while the ego vehicle is moving forward along the road. The approximate distance is about 10-15 meters."
2172,SP-7,space-perception,nuscenes_mini,scene_006,group_001,04ba3867fa1646e7aef16cbb88624207,-0.3698790669441223,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 31m is located in the rear-right of the ego vehicle, approximately 30-50 meters away, and is moving away from the ego vehicle. It is fully visible and positioned two lanes to the right of the ego vehicle's lane, on the drivable ground plane. Its orientation of motion indicates it is traveling in the same general direction but at a greater distance and receding.","The object in the red bounding box is a bus located to the right side of the road, ahead of the ego vehicle. The bus is moving in the same direction as the ego vehicle, and is approximately 30-40 meters away."
2173,SP-7,space-perception,nuscenes_mini,scene_006,group_002,0fdf932ddcfd4e9ba28b9a4bc844acd5,-0.3762284517288208,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle behind at about 39m is located directly behind the ego vehicle in the same lane, with a distance of approximately 30-50 meters. It is fully visible and stationary relative to the ego vehicle, indicating it is not moving forward or backward. The vehicle is on the road and aligned with the ego vehicle's trajectory.","The object in the red bounding box is a vehicle ahead of the ego vehicle, positioned in the same lane and moving in the same direction. It is approximately 30-40 meters in front of the ego vehicle."
2174,SP-7,space-perception,nuscenes_mini,scene_006,group_003,f1473416c0004109a38ee81ab04d3b54,-0.6050081849098206,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 33m is located in the rear-right of the ego vehicle, approximately 30-50 meters away, and is two lanes to the right. It is fully visible and moving away from the ego vehicle, consistent with being on the road and in a parallel lane.","The object in the red bounding box is a yellow rectangular sign located ahead and to the left of the ego vehicle, on the left side of the road. The ego vehicle is moving toward it, and the sign is approximately 20-30 meters away."
2175,SP-7,space-perception,nuscenes_mini,scene_006,group_004,90d16fce360741b8a3880d2601a87e36,-0.5020582675933838,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle in front is located in the same lane as the ego vehicle, approximately 75 meters ahead, and is fully visible. It is moving toward the ego vehicle, indicating a converging trajectory, and is positioned on the drivable road surface.","The ego vehicle is approaching the ""End Of School Zone"" sign, which is located ahead and to the left of the vehicle's path. The sign is on the left side of the road, and the ego vehicle is moving forward toward it. The approximate distance to the sign is about 30-40 meters."
2176,SP-7,space-perception,nuscenes_mini,scene_006,group_005,10e154d22a6f4e3bb635370b041c9f5d,-0.557918906211853,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle in front is located in the same lane as the ego vehicle, approximately 71 meters ahead, and is fully visible. It is moving toward the ego vehicle, indicating a converging trajectory, and is positioned on the drivable road surface. The distance exceeds 50 meters, placing it well within the forward field of view.","The ego vehicle is approaching the intersection, and the object in the red bounding box (a yellow vehicle) is ahead and slightly to the right, stopped at the traffic light. The ego vehicle is moving toward it, and the distance is approximately 30-40 meters."
2177,SP-7,space-perception,nuscenes_mini,scene_006,group_006,3e5f833d60264587aea4a1b2fa00369b,-0.3255440294742584,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 21m is located two lanes to the right of the ego vehicle, directly to its right side, and is fully visible. It is on the road and moving away from the ego vehicle, with an approximate distance of 15–30 meters. Its orientation of motion is consistent with it being in a lane further to the right and receding relative to the ego vehicle’s position.","The ego vehicle is positioned in front of the object in the red bounding box, which is a group of vehicles stopped at the intersection ahead. The ego vehicle is moving toward the intersection, while the target vehicles are stationary. The target vehicles are approximately 20-30 meters ahead of the ego vehicle."
2178,SP-7,space-perception,nuscenes_mini,scene_006,group_007,3bde1b4300a649e3ba51ff275a0661db,-0.42737260460853577,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 44m is located in the rear-right of the ego vehicle, approximately 30-50 meters away, and is two lanes to the right. It is fully visible and moving away from the ego vehicle, consistent with being on the same road and in a lane further to the right.","The ego vehicle is positioned to the left of the object in the red bounding box, which is a bus parked behind a fence on the right side of the road. The bus is stationary, while the ego vehicle is moving forward. The bus is approximately 10-15 meters away from the ego vehicle."
2179,SP-7,space-perception,nuscenes_mini,scene_006,group_008,3ec5211b832e4e3abcb85681104103d3,-0.5474226474761963,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle in front is located in the same lane as the ego vehicle, approximately 57 meters ahead, and is fully visible. It is moving toward the ego vehicle, indicating a converging trajectory, and is positioned on the drivable road surface.","The ego vehicle is moving forward on the road, and the object in the red bounding box (a yellow school bus) is ahead of the ego vehicle, in the same direction of travel, in the far lane. The bus is approximately 50-60 meters ahead."
2180,SP-7,space-perception,nuscenes_mini,scene_007,group_001,afe3247ede824c928a8c4c18b8634d53,-0.4288689196109772,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 29m is located directly to the right of the ego vehicle, approximately 15–30 meters away, and is on the road surface. It is moving toward the ego vehicle and is mostly occluded, likely due to surrounding objects in the parking lot environment. Its position is two lanes to the right of the ego vehicle’s current lane.","The object in the red bounding box is a white van parked on the right side of the road, ahead of the ego vehicle. The van is stationary, while the ego vehicle is moving forward, approaching the van from behind. The van is approximately 10-15 meters ahead of the ego vehicle."
2181,SP-7,space-perception,nuscenes_mini,scene_007,group_002,2a8bde36035c4a878a77c12c83a5aaa7,-0.5161743760108948,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 51m is located directly to the right of the ego vehicle, approximately 51 meters away, and is moving away from the ego. It is positioned two lanes to the right of the ego’s lane, on the road surface, and is mostly occluded, likely due to surrounding objects in the parking lot environment.","The ego vehicle is positioned behind the object in the red bounding box, which is a small, dark-colored car parked further down the road. The ego vehicle is moving forward, away from the object, and is approximately 20-30 meters behind it."
2182,SP-7,space-perception,nuscenes_mini,scene_007,group_003,33b854e6f8874eca8ee0dc6260c0ce40,-0.442470908164978,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 22m is located in the rear-right of the ego vehicle, approximately 15–30 meters away, and is two lanes to the right. It is fully visible and moving away from the ego vehicle along the road.","The white truck in the red bounding box is located to the right and slightly ahead of the ego vehicle. It is moving in the same direction as the ego vehicle, parallel to the road, and is approximately 20-30 meters away."
2183,SP-7,space-perception,nuscenes_mini,scene_007,group_004,0b0845e3aac446dfbc7144b2325e7440,-0.10966582596302032,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 26m is located directly to the right of the ego vehicle, approximately 15–30 meters away, and is fully visible. It is on the road and moving toward the ego vehicle, with its trajectory aligned in a direction that suggests an approaching path. The vehicle is positioned two lanes to the right of the ego vehicle’s current lane.","The ego vehicle is positioned to the left and slightly in front of the white van, which is parked on the far side of the road. The van is stationary, while the ego vehicle is moving forward along the road, passing by the van's position. The distance is approximately 20-30 meters."
2184,SP-7,space-perception,nuscenes_mini,scene_007,group_005,cb9b4eb9cbc849f290e0078f423282e4,-0.47986316680908203,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 30m is located in the front-right of the ego vehicle, approximately 15–30 meters away, and is moving toward the ego vehicle. It is fully visible, positioned two lanes to the right of the ego vehicle, and is on the drivable road surface. Its trajectory indicates it is approaching the ego vehicle’s path.","The ego vehicle is approaching the white car in the red bounding box from the front, with the car positioned on the right side of the road ahead. The ego vehicle is moving toward the car, which is stationary, and is approximately 10-15 meters away."
2185,SP-7,space-perception,nuscenes_mini,scene_007,group_006,1de21d20f8594c56b834fb39a627c481,-0.5281085968017578,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-left at about 30m is located behind the ego vehicle, approximately 30–50 meters away, and is two lanes to the left. It is mostly occluded and moving away from the ego vehicle, indicating it is on the road but not directly in the ego’s path.","The object in the red bounding box is a yellow car parked on the right side of the road, ahead of the ego vehicle. The ego vehicle is moving forward toward it, and the car is approximately 20-30 meters away."
2186,SP-7,space-perception,nuscenes_mini,scene_007,group_007,12a726f62c3642d39c54b5b9fa1e17b6,-0.5138476490974426,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 53m is located behind the ego vehicle, approximately 53 meters away, and is moving away from it. It is positioned two lanes to the right of the ego vehicle and is fully visible on the road surface. Its orientation of motion indicates it is receding relative to the ego vehicle's position.","The ego vehicle is moving forward along the road, and the object in the red bounding box (a white car) is located ahead and to the left of the ego vehicle. The ego vehicle is approaching the object from behind, and the object is approximately 20-30 meters ahead."
2187,SP-7,space-perception,nuscenes_mini,scene_007,group_008,5a957571c30047349df59a7ec22a0159,-0.21848861873149872,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 10m is located in the front-right of the ego vehicle, approximately 5–15 meters away, and is fully visible. It is moving toward the ego vehicle and is positioned two lanes to the right, on the drivable road surface. Its orientation of motion indicates it is approaching the ego vehicle’s path.","The ego vehicle is approaching the silver sedan, which is parked on the right side of the road. The sedan is positioned ahead and to the right of the ego vehicle, and the ego vehicle is moving toward it. The approximate distance is about 10-15 meters."
2188,SP-7,space-perception,nuscenes_mini,scene_008,group_001,a7a4ae191f85495199f12e9e89ac478b,-0.3994637727737427,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-left at about 23m is located behind the ego vehicle, approximately 15-30 meters away, and is two lanes to the left. It is fully visible and moving away from the ego vehicle, consistent with its position on the road and trajectory direction.","The object in the red bounding box is a bus located to the right and slightly ahead of the ego vehicle. It is moving in the same direction as the ego vehicle, and is approximately 30-40 meters away."
2189,SP-7,space-perception,nuscenes_mini,scene_008,group_002,f9100c4d6a5b41ddb9d15b594481f1d5,-0.5868250131607056,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle behind at about 84m is located behind the ego vehicle in the left adjacent lane, moving away from the ego vehicle. It is fully visible and positioned above the ground plane, with a distance greater than 50m. Its trajectory direction indicates it is receding relative to the ego vehicle.","The object in the red bounding box is the ego vehicle itself, as the 5th image is labeled ""CAM_BACK"" and shows the view from the rear of the vehicle. Therefore, the ego vehicle is directly behind the object, and they are the same entity. The ego vehicle is moving forward along the road. The distance is zero since it is the same vehicle."
2190,SP-7,space-perception,nuscenes_mini,scene_008,group_003,81bd1a66fbf14c2e8a8408c935ee8b25,-0.5160577893257141,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 117m is located in front of the ego vehicle, approximately more than 50 meters away, and is moving toward the ego vehicle. It is positioned two lanes to the right of the ego vehicle's lane and is fully occluded but inferred to be on the road.","The object in the red bounding box is a stationary orange construction barrier located on the right side of the road, ahead of the ego vehicle. The ego vehicle is moving forward on the road, and the barrier is positioned to the right of its path, approximately 10-15 meters ahead."
2191,SP-7,space-perception,nuscenes_mini,scene_008,group_004,737d1c343d7f436d80dfa48543c8c8e4,-0.11721968650817871,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 95m is located in front of the ego vehicle, approximately 95 meters away, and is moving toward the ego vehicle. It is positioned two lanes to the right of the ego vehicle’s lane and is fully visible on the road surface. Its trajectory indicates it is approaching the ego vehicle along the same direction of travel.","The ego vehicle is directly behind the target object, which is a car ahead in the same lane. Both are moving in the same forward direction along the road. The target vehicle is approximately 20-30 meters ahead of the ego vehicle."
2192,SP-7,space-perception,nuscenes_mini,scene_008,group_005,9b56936a0f0148c4b457ecd715bd6dea,-0.464762806892395,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle front-right at about 38m is located in the front-right of the ego vehicle, approximately 30-50 meters away, and is moving toward the ego vehicle. It is fully visible, on the road, and positioned two lanes to the right of the ego vehicle’s lane. Its trajectory indicates it is approaching the ego vehicle along a path aligned with the high-speed street.","The object in the red bounding box is a bus located to the right of the ego vehicle, ahead in the same direction of travel. It is moving forward relative to the ego vehicle, and is approximately 30-40 meters ahead."
2193,SP-7,space-perception,nuscenes_mini,scene_008,group_006,cd4f5deae7a241ab9672acf7cf3134a4,-0.6432645916938782,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 60m is located behind the ego vehicle, approximately 60 meters away, and is moving away from it. It is positioned two lanes to the right of the ego vehicle's lane and is fully visible on the road surface. The scene is set at night on a high-speed street, with the vehicle maintaining a consistent trajectory away from the ego.","The object in the red bounding box is behind the ego vehicle, in the same direction of travel. It is moving away from the ego vehicle, and is approximately 100 meters behind."
2194,SP-7,space-perception,nuscenes_mini,scene_008,group_007,800a1e9c4d5d4296898c8c41302d03dd,-0.5330433249473572,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 51m is located in the rear-right of the ego vehicle, approximately 51 meters away, and is moving away from the ego vehicle. It is fully visible, positioned two lanes to the right of the ego vehicle's lane, and is on the drivable road surface. Its motion trajectory indicates it is receding from the ego vehicle.","The object in the red bounding box is a bus located behind and to the left of the ego vehicle. It is moving in the same direction as the ego vehicle, slightly slower, and is approximately 100-150 meters away."
2195,SP-7,space-perception,nuscenes_mini,scene_008,group_008,0652523193e34c2fac196ec706d12db4,-0.675647497177124,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle rear-right at about 85m is located behind the ego vehicle, approximately more than 50 meters away, and is moving away from it. It is positioned two lanes to the right of the ego vehicle and is fully visible, with its rear section above the ground plane.","The object in the red bounding box is the ego vehicle itself, as the 5th image is labeled ""CAM_BACK"" and shows the view from the rear of the vehicle. Therefore, the ego vehicle is positioned directly behind the object, with the object's motion oriented in the same direction as the ego vehicle's forward motion. The distance is zero, as they are the same entity."
2196,SP-7,space-perception,nuscenes_mini,scene_009,group_001,d1382c742e0b460db7e0fe224d4274ee,-0.2861674726009369,"Describe the spatial relationship between the ego vehicle and <obj>, including its relative position, orientation of motion, and approximate distance.","The vehicle in front is located in the same lane as the ego vehicle, directly ahead at a distance of approximately 10 meters. It is moving in the same direction as the ego vehicle and is fully visible, with no occlusion. The vehicle is on the drivable road surface, consistent with normal traffic flow in the scene.","The ego vehicle is directly behind the target vehicle, which is a white SUV. The target vehicle is moving forward through the intersection, and the ego vehicle is following it at a close distance, likely about 10-15 meters behind. Both vehicles are oriented in the same direction, traveling straight ahead."
